code,name,country_name,lat,lon,timezone
HDAM,AMBOULI,Djibouti,11.547222222222222,43.159444444444446,
HEAR,EL ARISH / INTL,Egypt,31.073333333333334,33.83583333333333,
HEAT,ASYUT / INTL,Egypt,27.04638888888889,31.011944444444445,
HEAX,ALEXANDRIA / INTL,Egypt,31.18166666666667,29.94638888888889,
HEBA,BORG EL ARAB / INTL,Egypt,30.918055555555558,29.695833333333333,
HEBL,ABU SIMBEL,Egypt,22.375833333333333,31.611666666666668,
HECA,CAIRO/INTL,Egypt,30.11138888888889,31.413888888888888,
HEGN,HURGHADA / INTL,Egypt,27.178611111111113,33.80083333333333,
HELX,LUXOR / INTL,Egypt,25.670833333333334,32.70638888888889,
HEMA,MARSA ALAM / INTL,Egypt,25.558055555555555,34.58305555555556,
HEMM,MERSA MATRUH/ INTERNATIONAL,Egypt,31.325277777777778,27.221666666666664,
HEPS,PORT SAID,Egypt,31.279444444444444,32.24,
HESC,ST.CATHERINE,Egypt,28.685277777777777,34.0625,
HESH,SHARM EL SHEIKH / INTL,Egypt,27.97861111111111,34.39333333333333,
HESN,ASWAN / INTL,Egypt,23.964444444444442,32.82,
HKEL,ELDORET INTL.,Kenya,0.40401111111111115,35.23671388888889,
HKEM,EMBU,Kenya,-0.5723388888888888,37.49483888888889,
HKGA,GARISSA,Kenya,-0.4693888888888889,39.63425,
HKJK,JOMO KENYATTA INTL (TWR/APP/NOF/MET),Kenya,-1.3192388888888888,36.927775,
HKKG,KAKAMEGA,Kenya,0.2711111,34.7886111,
HKKI,KISUMU,Kenya,-0.08592777777777777,34.72888888888889,
HKKS,KISII SUNEKA,Kenya,-0.6693055555555555,34.70077777777778,
HKKT,KITALE,Kenya,0.967,34.95438888888889,
HKLO,LODWAR,Kenya,3.1246666666666667,35.60863888888889,
HKLU,LAMU,Kenya,-2.2523444444444443,40.913108333333334,
HKMA,MANDERA,Kenya,3.9302777777777775,41.851,
HKMB,MARSABIT,Kenya,2.3470833333333334,37.98422222222222,
HKML,MALINDI,Kenya,-3.22305,40.10049166666667,
HKMO,MOMBASA,Kenya,-4.026277777777778,39.59906388888889,
HKMU,MAKINDU,Kenya,-2.285861111111111,37.83419444444445,
HKNI,NYERI,Kenya,-0.36666666666666664,36.96666666666667,
HKNK,NAKURU LANET,Kenya,-0.30269444444444443,36.15083333333333,
HKNO,NAROK,Kenya,-1.152611111111111,35.767472222222224,
HKNW,NAIROBI WILSON,Kenya,-1.3212694444444444,36.81496666666666,
HKVO,VOI,Kenya,-3.369108333333333,38.53425,
HKWJ,WAJIR,Kenya,1.7331666666666667,40.091525000000004,
HLLM,TRIPOLI (MITIGA INTL),Libya,32.894444444444446,13.277777777777779,
HRYR,KIGALI INTERNATIONAL AIRPORT,Rwanda,-1.9684472222222222,30.13838611111111,
HSSS,KHARTOUM,Sudan,15.590355555555556,32.553152777777775,
HTAR,ARUSHA,United Republic of Tanzania,-3.3677944444444443,36.62040833333334,
HTBU,BUKOBA,United Republic of Tanzania,-1.3313638888888888,31.820469444444445,
HTDA,DAR ES SALAAM/JULIUS NYERERE APP/NOF/COM,Tanzania,,,
HTDO,DODOMA,United Republic of Tanzania,-6.170358333333334,35.749433333333336,
HTIR,IRINGA,United Republic of Tanzania,-7.668394444444445,35.75214166666667,
HTKA,KIGOMA,United Republic of Tanzania,-4.885080555555555,29.67018888888889,
HTKJ,KILIMANJARO APP/AIS/CIVIL AIRLINES,Tanzania,,,
HTMG,MOROGORO,United Republic of Tanzania,-6.797461111111111,37.652875,
HTMT,MTWARA,United Republic of Tanzania,-10.336116666666667,40.18201666666666,
HTMU,MUSOMA,United Republic of Tanzania,-1.5034444444444444,33.802166666666665,
HTMW,MWANZA,United Republic of Tanzania,-2.444127777777778,32.93193333333333,
HTSO,SONGEA,United Republic of Tanzania,-10.681947222222222,35.58211666666667,
HTSU,SUMBAWANGA,United Republic of Tanzania,-7.948566666666667,31.610755555555556,
HTTB,TABORA,United Republic of Tanzania,-5.076,32.83030555555556,
HTZA,ZANZIBAR/ABEID AMANI INTERNATIONAL AIRPORT,United Republic of Tanzania,-6.224891666666667,39.225175,
HUEN,ENTEBBE (INTL),Uganda,0.040813888888888886,32.44054166666666,
KAAF,APALACHICOLA RGNL-CLEVE RANDOLPH FIELD,United States of America,29.72754722222222,-85.02737499999999,
KABE,LEHIGH VALLEY INTL,United States of America,40.65236111111111,-75.44041666666666,
KABI,ABILENE RGNL,United States of America,32.41133333333333,-99.68188888888889,
KABQ,ALBUQUERQUE INTL. SUNPORT,United States of America,35.03893055555555,-106.6082611111111,
KABR,ABERDEEN RGNL,United States of America,45.44830555555555,-98.42244444444445,
KABY,SOUTHWEST GEORGIA RGNL,United States of America,31.53552777777778,-84.19447222222223,
KACB,ANTRIM COUNTY,United States of America,44.98858333333333,-85.19836111111111,
KACK,NANTUCKET MEMORIAL,United States of America,41.252975,-70.0599111111111,
KACT,WACO RGNL,United States of America,31.612194444444444,-97.23030555555556,
KACV,ARCATA,United States of America,40.977833333333336,-124.10847222222222,
KACY,ATLANTIC CITY INTL,United States of America,39.45758333333334,-74.57716666666666,
KADG,LENAWEE COUNTY,United States of America,41.86627777777778,-84.078,
KADS,ADDISON,United States of America,32.96855555555556,-96.83644444444444,
KADW,JOINT BASE ANDREWS,United States of America,38.810824999999994,-76.86704444444443,
KAEL,ALBERT LEA MUNI,United States of America,43.68131388888889,-93.36814722222222,
KAEX,ALEXANDRIA INTL,United States of America,31.327372222222223,-92.54855555555555,
KAFF,USAF ACADEMY AFLD,United States of America,38.97416944444445,-104.81790555555555,
KAFN,JAFFREY AIRPORT-SILVER RANCH,United States of America,42.805138888888884,-72.003025,
KAFO,AFTON MUNI,United States of America,42.70877777777778,-110.94216666666667,
KAFW,FORT WORTH ALLIANCE,United States of America,32.987630555555555,-97.3188,
KAGC,ALLEGHENY COUNTY,United States of America,40.35443611111111,-79.92904444444444,
KAGS,AUGUSTA RGNL AT BUSH FIELD,United States of America,33.36994444444444,-81.9645,
KAHN,ATHENS/BEN EPPS,United States of America,33.94863888888889,-83.32591666666666,
KAIA,ALLIANCE MUNI,United States of America,42.05322222222222,-102.80377777777778,
KAIK,AIKEN MUNI,United States of America,33.649388888888886,-81.68502777777778,
KAIO,ATLANTIC MUNI,United States of America,41.40383333333333,-95.04875,
KAIZ,LEE C FINE MEMORIAL,United States of America,38.09602777777778,-92.54947222222222,
KAKO,COLORADO PLAINS RGNL,United States of America,40.175638888888884,-103.22202777777778,
KAKR,AKRON,United States of America,,,
KALB,ALBANY INTL,United States of America,42.74911111111111,-73.80197222222222,
KALI,ALICE INTL,United States of America,27.74088888888889,-98.02694444444444,
KALM,ALAMOGORDO-WHITE SANDS RGNL,United States of America,32.84127777777778,-105.9888611111111,
KALN,ST LOUIS RGNL,United States of America,38.88991388888889,-90.0459861111111,
KALO,WATERLOO RGNL,United States of America,42.55708333333333,-92.40033333333334,
KALS,SAN LUIS VALLEY RGNL/BERGMAN FIELD,United States of America,37.435125,-105.867875,
KALW,WALLA WALLA RGNL,United States of America,46.095197222222225,-118.28594166666666,
KALX,THOMAS C RUSSELL FLD,United States of America,32.91475,-85.96294444444445,
KAMA,RICK HUSBAND AMARILLO INTL,United States of America,35.21936111111111,-101.70591666666667,
KAMN,GRATIOT COMMUNITY,United States of America,43.322138888888894,-84.68794444444445,
KAMW,AMES MUNI,United States of America,41.99205555555556,-93.62183333333333,
KANB,ANNISTON RGNL,United States of America,33.588166666666666,-85.8581111111111,
KAND,ANDERSON RGNL,United States of America,34.49458333333333,-82.7093888888889,
KANQ,TRI-STATE STEUBEN COUNTY,United States of America,41.639697222222225,-85.08349444444444,
KANW,AINSWORTH RGNL,United States of America,42.579225,-99.99296666666666,
KAOH,LIMA ALLEN COUNTY,United States of America,40.70747777777778,-84.02707777777778,
KAOO,ALTOONA-BLAIR COUNTY,United States of America,40.29636111111111,-78.32002777777777,
KAPC,NAPA COUNTY,United States of America,38.21319444444445,-122.28069444444445,
KAPF,NAPLES MUNI,United States of America,26.152438888888888,-81.77563611111111,
KAPN,ALPENA COUNTY RGNL,United States of America,45.07808333333334,-83.56030555555556,
KARB,ANN ARBOR MUNI,United States of America,42.22298333333333,-83.74560833333334,
KARG,WALNUT RIDGE RGNL,United States of America,36.12466388888889,-90.92509722222222,
KART,WATERTOWN INTL,United States of America,43.99188888888889,-76.02066666666667,
KARV,LAKELAND/NOBLE F. LEE MEMORIAL FIELD,United States of America,45.92791666666666,-89.73094444444445,
KASE,ASPEN-PITKIN CO/SARDY FIELD,United States of America,39.22187777777778,-106.86823333333332,
KASH,BOIRE FIELD,United States of America,42.78241388888889,-71.51409444444444,
KASL,HARRISON COUNTY,United States of America,32.5205,-94.30777777777777,
KASN,TALLADEGA MUNI,United States of America,33.56950277777778,-86.0512,
KASX,JOHN F KENNEDY MEMORIAL,United States of America,46.54852777777778,-90.91897222222222,
KATL,HARTSFIELD - JACKSON  ATLANTA INTL,United States of America,33.636697222222224,-84.4278638888889,
KATY,WATERTOWN RGNL,United States of America,44.91397222222222,-97.15472222222223,
KAUG,AUGUSTA STATE,United States of America,44.32064722222223,-69.79731666666666,
KAUM,AUSTIN MUNI,United States of America,43.662638888888885,-92.93291666666667,
KAUN,AUBURN MUNI,United States of America,38.95480555555556,-121.08172222222221,
KAUO,AUBURN UNIVERSITY RGNL,United States of America,32.615116666666665,-85.4340138888889,
KAUS,AUSTIN-BERGSTROM INTL,United States of America,30.19452777777778,-97.66988888888889,
KAUW,WAUSAU DOWNTOWN,United States of America,44.92628333333333,-89.627,
KAVL,ASHEVILLE RGNL,United States of America,35.43444444444444,-82.54272777777777,
KAVP,WILKES-BARRE/SCRANTON INTL,United States of America,41.33847222222222,-75.72338888888889,
KAVX,CATALINA,United States of America,33.40499722222222,-118.41576944444445,
KAWM,WEST MEMPHIS MUNI,United States of America,35.13505833333333,-90.23444722222223,
KAXN,CHANDLER FIELD,United States of America,45.866305555555556,-95.39466666666668,
KAXS,ALTUS/QUARTZ MOUNTAIN RGNL,United States of America,34.69880555555555,-99.33847222222222,
KAXV,NEIL ARMSTRONG,United States of America,40.49338888888889,-84.29894444444444,
KAZO,KALAMAZOO/BATTLE CREEK INTL,United States of America,42.23438888888889,-85.55155555555555,
KBAB,BEALE AFB,United States of America,39.1361,-121.43658611111111,
KBAD,BARKDALE AFB,United States of America,32.501933333333334,-93.66262777777779,
KBAF,WESTFIELD-BARNES RGNL,United States of America,42.157944444444446,-72.71586111111111,
KBAK,COLUMBUS MUNI,United States of America,,,
KBBD,CURTIS FIELD,United States of America,31.179277777777777,-99.32391666666666,
KBBW,BROKEN BOW MUNI/KEITH GLAZE FLD,United States of America,41.43644444444444,-99.64216666666667,
KBCB,VIRGINIA TECH/MONTGOMERY EXECUTIVE,United States of America,37.207638888888894,-80.40783333333334,
KBCE,BRYCE CANYON,United States of America,37.70644444444445,-112.14580555555557,
KBCT,BOCA RATON,United States of America,26.3785,-80.10769444444443,
KBDE,BAUDETTE INTL,United States of America,48.72844444444445,-94.61219444444444,
KBDL,BRADLEY INTL,United States of America,41.939144444444445,-72.68336944444445,
KBDR,IGOR I SIKORSKY MEMORIAL,United States of America,41.16347222222222,-73.12616666666666,
KBED,LAURENCE G HANSCOM FLD,United States of America,42.469944444444444,-71.289,
KBEH,SOUTHWEST MICHIGAN RGNL,United States of America,42.12852777777778,-86.42613333333334,
KBFD,BRADFORD RGNL,United States of America,41.80294444444444,-78.63997222222223,
KBFF,WESTERN NEBRASKA RGNL/WILLIAM B.HEILIG FIELD,United States of America,41.874027777777776,-103.59563888888889,
KBFI,BOEING FIELD/KING COUNTRY INTL,United States of America,47.53,-122.30197222222222,
KBFL,MEADOWS FIELD,United States of America,35.433861111111106,-119.05766666666666,
KBFM,MOBILE DOWNTOWN,United States of America,30.62677777777778,-88.06808333333333,
KBGD,HUTCHINSON COUNTY,United States of America,35.70088888888889,-101.39366666666668,
KBGE,DECATUR COUNTY INDUSTRIAL AIR PARK,United States of America,30.971597222222222,-84.63692777777779,
KBGM,GREATER BINGHAMTON/EDWIN A LINK FIELD,United States of America,42.20844166666667,-75.97960555555555,
KBGR,BANGOR INTL,United States of America,44.80744444444444,-68.82813888888889,
KBHB,HANCOCK COUNTY-BAR HARBOR,United States of America,44.44976666666666,-68.36156388888888,
KBHM,BIRMINGHAM-SHUTTLESWOTH INTL,United States of America,33.56388888888888,-86.75230555555555,
KBID,BLOCK ISLAND STATE,United States of America,41.16811111111111,-71.57783333333333,
KBIE,BEATRICE MUNI,United States of America,40.30127777777778,-96.75411111111111,
KBIF,BIGGS AAF (FORT BLISS),United States of America,31.8495,-106.38,
KBIH,EASTERN SIERRA RGNL,United States of America,37.373111111111115,-118.36361111111111,
KBIL,BILLINGS LOGAN INTL,United States of America,45.80766111111111,-108.542875,
KBIS,BISMARCK MUNI,United States of America,46.77272222222222,-100.74575,
KBIX,KEESLER AFB,United States of America,30.410425,-88.92443333333334,
KBJC,ROCKY MOUNTAIN METROPOLITAN,United States of America,39.90880555555555,-105.11719444444444,
KBJI,BEMIDJI RGNL,United States of America,47.51072222222222,-94.93472222222222,
KBJJ,WAYNE COUNTY,United States of America,40.874833333333335,-81.88825000000001,
KBKD,STEPHENS COUNTY,United States of America,32.71875277777778,-98.89159444444445,
KBKE,BAKER CITY MUNI,United States of America,44.83733333333333,-117.80913888888888,
KBKF,AURORA/BUCKLEY ANGB,United States of America,,,
KBKL,BURKE LAKEFRONT,United States of America,41.51786111111111,-81.68263888888889,
KBKW,RALEIGH COUNTY MEMORIAL,United States of America,37.78733333333333,-81.12416666666665,
KBLF,MERCER COUNTY,United States of America,37.29594722222222,-81.20751666666666,
KBLH,BLYTHE,United States of America,33.619166666666665,-114.71688888888889,
KBLI,BELLINGHAM INTL,United States of America,48.79269444444444,-122.53752777777778,
KBLM,MONMOUTH EXECUTIVE,United States of America,40.186749999999996,-74.12455555555555,
KBLU,BLUE CANYON - NYACK,United States of America,39.274972222222225,-120.70975,
KBLV,SCOTT AFB/MIDAMERICA,United States of America,38.54516666666667,-89.83519444444444,
KBMG,MONROE COUNTY .IN,United States of America,39.14601944444444,-86.61667777777777,
KBMI,CENTRAL IL RGNL ARPT AT BLOOMINGTON-NORMAL,United States of America,40.477111111111114,-88.91591666666667,
KBML,BERLIN RGNL,United States of America,44.575361111111114,-71.17591666666667,
KBMT,BEAUMONT MUNI,United States of America,30.070202777777777,-94.21509444444445,
KBNA,NASHVILLE INTL,United States of America,36.124472222222224,-86.67816666666667,
KBNL,BARNWELL RGNL,United States of America,33.257666666666665,-81.38821666666668,
KBNO,BURNS MUNI,United States of America,43.59191666666667,-118.95544444444445,
KBNW,BOONE MUNI,United States of America,42.04955555555556,-93.8476111111111,
KBOI,BOISE AIR TERMINAL/GOWEN FLD,United States of America,43.56436111111111,-116.22286111111111,
KBOK,BROOKINGS,United States of America,42.07393611111112,-124.28976944444445,
KBOS,GENERAL EDWARD LAWRENCE LOGAN INTL,United States of America,42.362944444444445,-71.00638888888889,
KBOW,BARTOW MUNI,United States of America,27.943361111111113,-81.78341666666667,
KBPI,MILEY MEMORIAL FIELD,United States of America,42.58222222222223,-110.10886111111111,
KBPT,JACK BROOKS RGNL,United States of America,29.950833333333332,-94.02069444444444,
KBQK,BRUNSWICK GOLDEN ISLES,United States of America,31.259033333333335,-81.46631388888889,
KBRD,BRAINERD LAKES RGNL,United States of America,46.404222222222224,-94.13380555555557,
KBRL,SOUTHEAST IOWA RGNL,United States of America,40.78322222222222,-91.12549999999999,
KBRO,BROWNSVILLE/SOUTH PADRE ISLAND INTL,United States of America,25.906133333333333,-97.42599444444446,
KBTL,W K KELLOGG,United States of America,42.30647222222222,-85.25008888888888,
KBTM,BERT MOONEY,United States of America,45.954794444444445,-112.49746111111111,
KBTP,BUTLER COUNTY/K W SCHOLTER FIELD,United States of America,40.776583333333335,-79.95108333333333,
KBTR,BATON ROUGE METROPOLITAN,United States of America,,,
KBTV,BURLINGTON INTL,United States of America,44.47195555555556,-73.15327777777779,
KBUF,BUFFALO NIAGARA INTL,United States of America,42.940416666666664,-78.73058333333333,
KBUR,BOB HOPE,United States of America,34.200694444444444,-118.35866666666666,
KBVO,BARTLESVILLE MUNI,United States of America,36.76336111111111,-96.01119444444444,
KBVX,BATESVILLE RGNL,United States of America,35.726222222222226,-91.64744444444445,
KBVY,BEVERLY MUNI,United States of America,42.584138888888894,-70.91614166666668,
KBWD,BROWNWOOD RGNL,United States of America,31.79361111111111,-98.9565,
KBWG,BOWLING GREEN-WARREN COUNTY RGNL,United States of America,36.96452777777778,-86.41966666666667,
KBWI,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,United States of America,39.175725,-76.66899166666667,
KBXA,GEORGE R CARR MEMORIAL AIR FLD,United States of America,30.81368611111111,-89.86496388888888,
KBXK,BUCKEYE MUNI,United States of America,33.42041666666666,-112.68618055555557,
KBYG,JOHNSON COUNTY,United States of America,44.381083333333336,-106.72180555555556,
KBYI,BURLEY MUNI,United States of America,42.54261111111111,-113.77152777777778,
KBYS,BICYCLE LAKE AAF,United States of America,35.2805276666667,-116.630027666667,
KBZN,BOZEMAN YELLOWSTONE INTL,United States of America,45.777569444444445,-111.15201944444445,
KCAD,WEXFORD COUNTY,United States of America,44.27531388888889,-85.41894166666667,
KCAE,COLUMBIA MTROPOLITAN,United States of America,33.93883888888889,-81.11953888888888,
KCAK,AKRON-CANTON REGIONAL,United States of America,40.915055555555554,-81.4436388888889,
KCAO,CLAYTON MUNI ARPK,United States of America,36.44627777777777,-103.14994444444446,
KCAR,CARIBOU MUNI,United States of America,46.8715,-68.01791666666666,
KCBE,GREATER CUMBERLAND RGNL,United States of America,39.615386111111114,-78.76080555555555,
KCBF,COUNCIL BLUFFS MUNI,United States of America,41.26011111111111,-95.75863888888888,
KCBK,SHALZ FIELD,United States of America,39.42744444444444,-101.0466111111111,
KCBM,COLUMBUS AFB,United States of America,33.64516666666667,-88.445925,
KCCR,BUCHANAN FIELD,United States of America,37.989666666666665,-122.05688888888889,
KCCY,NORTHEAST IOWA RGNL,United States of America,43.07250277777778,-92.61080833333332,
KCDC,CEDAR CITY RGNL,United States of America,37.700966666666666,-113.09884722222222,
KCDH,HARRELL FIELD,United States of America,33.62280555555556,-92.76338888888888,
KCDN,WOODWARD FIELD,United States of America,34.28358333333333,-80.56486111111111,
KCDR,CHADRON MUNI,United States of America,42.83755555555556,-103.0954,
KCDS,CHILDRESS MUNI,United States of America,34.43377777777778,-100.288,
KCDW,ESSEX COUNTY,United States of America,40.87522222222222,-74.28136111111111,
KCEC,JACK MCNAMARA FIELD,United States of America,41.780166666666666,-124.23652777777778,
KCEF,WESTOVER AFB METROPOLITAN,United States of America,42.19401388888888,-72.53478333333334,
KCEU,OCONEE COUNTY RGNL,United States of America,34.67222222222222,-82.8858888888889,
KCEW,BOB SIKES,United States of America,30.77883333333333,-86.52211111111112,
KCEY,KYLE-OAKLEY FIELD,United States of America,36.66458333333333,-88.37277777777777,
KCEZ,CORTEZ MUNI,United States of America,37.303,-108.62806666666665,
KCFD,COULTER FIELD,United States of America,30.715694444444445,-96.33136111111111,
KCFV,COFFEYVILLE MUNI,United States of America,37.094,-95.572,
KCGE,CAMBRIDGE-DORCHESTER,United States of America,38.53933333333333,-76.0303888888889,
KCGF,CUYAHOGA COUNTY,United States of America,41.56511111111111,-81.48636111111111,
KCGI,CAPE GIRARDEAU RGNL,United States of America,37.22530555555556,-89.57074999999999,
KCGZ,CASA GRANDE MUNI,United States of America,32.95488888888889,-111.76683333333334,
KCHA,LOVELL FIELD,United States of America,35.03519444444444,-85.20355555555555,
KCHO,CHARLOTTESVILLE-ALBEMARLE,United States of America,38.13964166666667,-78.45234166666667,
KCHS,CHARLESTON AFB/INTL,United States of America,32.89864722222222,-80.04052777777778,
KCIC,CHICO MUNI,United States of America,39.79538888888889,-121.85841666666666,
KCID,CEDAR RAPIDS MUNI,United States of America,,,
KCIN,ARTHUR N NEU,United States of America,42.04666666666667,-94.78869444444445,
KCIR,CAIRO RGNL,United States of America,37.064138888888884,-89.21952777777778,
KCIU,CHIPPEWA COUNTY INTL,United States of America,46.25075277777778,-84.4723861111111,
KCKB,NORTH CENTRAL WEST VIRGINIA,United States of America,39.29765277777778,-80.22753055555556,
KCKM,FLETCHER FIELD,United States of America,34.29972222222222,-90.51230555555556,
KCKN,CROOKSTON MUNI KIRKWOOD FLD,United States of America,47.841655555555555,-96.62145277777778,
KCKV,OUTLAW FIELD,United States of America,36.62186111111111,-87.41494444444444,
KCLE,CLEVELAND-HOPKINS INTL,United States of America,41.409416666666665,-81.85469444444443,
KCLI,CLINTONVILLE MUNI,United States of America,44.61327777777778,-88.73069722222222,
KCLK,CLINTON RGNL,United States of America,35.53827222222222,-98.93278611111111,
KCLL,EASTERWOOD FIELD,United States of America,30.588583333333332,-96.36383333333333,
KCLM,WILLIAM R. FAIRCHILD INTL,United States of America,48.120194444444444,-123.49969444444444,
KCLS,CHEHALIS-CENTRALIA,United States of America,46.677027777777774,-122.98275,
KCLT,CHARLOTTE/DOUGLAS INTL,United States of America,35.21373888888889,-80.94906666666667,
KCMH,PORT COLUMBUS INTL,United States of America,39.996944444444445,-82.89216666666667,
KCMI,UNIVERSITY OF ILLINOIS-WILLARD,United States of America,40.03883333333333,-88.27780555555556,
KCMX,HOUGHTON COUNTY MEMORIAL,United States of America,47.168416666666666,-88.48906111111111,
KCMY,SPARTA/FORT MC COY,United States of America,43.95829166666667,-90.73793333333333,
KCNK,BLOSSER MUNI,United States of America,39.54922222222222,-97.65230555555556,
KCNM,CAVERN CITY AIR TRML,United States of America,32.33744444444444,-104.26336111111111,
KCNO,CHINO,United States of America,33.97477777777778,-117.63648055555556,
KCNU,CHANUTE MARTIN JOHNSON,United States of America,37.66788888888889,-95.48672222222223,
KCNW,TSTC WACO,United States of America,31.637805555555556,-97.07413888888888,
KCNY,CANYONLANDS FIELD,United States of America,38.754955555555554,-109.75484444444444,
KCOD,YELLOWSTONE RGNL,United States of America,44.52019444444444,-109.02379722222223,
KCOE,COEUR D'ALENE - PAPPY BOYINGTON FIELD,United States of America,47.77430555555556,-116.81958333333333,
KCOF,PATRICK AFB,United States of America,28.234922222222224,-80.610125,
KCOM,COLEMAN MUNI,United States of America,31.84113888888889,-99.40361111111112,
KCON,CONCORD MUNI,United States of America,43.20272222222223,-71.50227777777778,
KCOS,CITY OF COLORADO SPRINGS MUNI,United States of America,38.80580555555555,-104.70077777777779,
KCOT,COTULLA-LA SALLE COUNTY,United States of America,28.45572222222222,-99.21722222222222,
KCOU,COLUMBIA RGNL,United States of America,38.817972222222224,-92.21958333333333,
KCPR,CASPER/NATRONA COUNTY INTL,United States of America,42.90586111111111,-106.4636388888889,
KCPS,ST LOUIS DOWNTOWN,United States of America,38.57036111111111,-90.15508333333334,
KCRE,GRAND STRAND,United States of America,33.811749999999996,-78.72394444444444,
KCRG,JACKSONVILLE EXECUTIVE AT CRAIG,United States of America,30.336333333333332,-81.51444444444445,
KCRP,CORPUS CHRISTI INTL,United States of America,27.771088888888887,-97.50123055555555,
KCRQ,MC CLELLAN-PALOMAR,United States of America,33.12825,-117.28008333333334,
KCRS,C DAVID CAMPBELL FIELD-CORSICANA MUNI,United States of America,32.028055555555554,-96.40058333333334,
KCRW,YEAGER,United States of America,38.375927777777775,-81.59300277777777,
KCRX,ROSCOE TURNER,United States of America,34.914966666666665,-88.60348333333333,
KCSG,COLUMBUS,United States of America,32.516333333333336,-84.93886111111111,
KCSM,CLINTON-SHERMAN,United States of America,35.33983888888889,-99.2005,
KCSQ,CRESTON MUNI,United States of America,41.02144444444444,-94.36330555555556,
KCSV,CROSSVILLE MEMORIAL-WHITSON FIELD,United States of America,35.95129166666667,-85.08497777777777,
KCTB,CUT BANK INTL,United States of America,48.60835277777778,-112.37615,
KCTY,CROSS CITY,United States of America,29.635527777777778,-83.10475,
KCTZ,CLINTON-SAMPSON COUNTY,United States of America,34.97493888888889,-78.36562777777777,
KCUB,JIM HAMILTON L.B. OWENS,United States of America,33.97047222222223,-80.99525,
KCUH,CUSHING MUNI,United States of America,35.950027777777784,-96.77341666666666,
KCVG,CINCINNATI/NORTHERN KENTUCKY INTL,United States of America,39.04883611111111,-84.66782222222223,
KCVN,CLOVIS MUNI,United States of America,34.42658888888889,-103.07757777777778,
KCVO,CORVALLIS MUNI,United States of America,44.49711111111111,-123.28952777777778,
KCVS,CANNON AFB,United States of America,34.38236944444444,-103.32236666666667,
KCWA,CENTRAL WISCONSIN,United States of America,44.77762222222222,-89.66677777777778,
KCWF,CHENNAULT INTL,United States of America,30.210583333333332,-93.14319444444445,
KCWI,CLINTON MUNI,United States of America,41.83075,-90.32897222222222,
KCXO,LONE STAR EXECUTIVE,United States of America,30.353394444444447,-95.41508055555556,
KCYS,CHEYENNE RGNL/JERRY OLSON FIELD,United States of America,41.15563888888889,-104.81047222222222,
KCZT,DIMMIT COUNTY,United States of America,28.52225,-99.82363888888888,
KDAA,DAVISON AAF,United States of America,38.71528055555556,-77.18139722222223,
KDAB,DAYTONA BEACH INTL,United States of America,29.179916666666667,-81.05805555555555,
KDAG,BARSTOW-DAGGETT,United States of America,34.853722222222224,-116.78669444444444,
KDAL,DALLAS LOVE FIELD,United States of America,32.84711111111111,-96.85176944444444,
KDAN,DANVILLE RGNL,United States of America,36.572475000000004,-79.3362361111111,
KDAY,JAMES M. COX DAYTON INTL,United States of America,39.902249999999995,-84.21941666666667,
KDBN,W H 'BUD' BARRON,United States of America,32.56472222222222,-82.98497222222223,
KDBQ,DUBUQUE RGNL,United States of America,42.402,-90.70947222222223,
KDCA,RONALD REAGAN WASHINGTON NATIONAL,United States of America,38.851444444444446,-77.03772222222221,
KDCU,PRYOR FIELD RGNL,United States of America,34.65264722222222,-86.94536666666667,
KDDC,DODGE CITY RGNL,United States of America,37.76311111111111,-99.96541666666667,
KDEC,DECATUR,United States of America,39.834563888888894,-88.86568888888888,
KDEH,DECORAH MUNI,United States of America,43.2755,-91.7393888888889,
KDEN,DENVER INTL,United States of America,39.861666666666665,-104.67316666666667,
KDET,COLEMAN A. YOUNG MUNI,United States of America,42.409324999999995,-83.01018055555555,
KDFI,DEFIANCE MEMORIAL,United States of America,41.337500000000006,-84.42880555555556,
KDFW,DALLAS/FORT WORTH INTL,United States of America,32.89723055555555,-97.03769444444444,
KDGW,CONVERSE COUNTY,United States of America,42.79719444444444,-105.38583333333334,
KDHN,DOTHAN RGNL,United States of America,31.32102777777778,-85.44947222222223,
KDHT,DALHART MUNI,United States of America,36.02247222222222,-102.54738888888889,
KDIK,DICKINSON - THEODORE ROOSEVELT RGNL,United States of America,46.797333333333334,-102.80186111111111,
KDKK,CHAUTAUQUA COUNTY/DUNKIRK,United States of America,42.49393333333333,-79.27109722222222,
KDLF,LAUGHLIN AFB,United States of America,29.359483333333333,-100.777975,
KDLH,DULUTH INTL,United States of America,46.842083333333335,-92.1936388888889,
KDLL,BARABOO WISCONSIN DELLS,United States of America,43.52202777777778,-89.77125,
KDLN,DILLON,United States of America,45.255361111111114,-112.55250555555556,
KDLS,COLUMBIA GORGE RGNL/THE DALLES MUNI,United States of America,45.61935277777778,-121.16827500000001,
KDMA,DAVIS MONTHAN AFB,United States of America,32.16636388888889,-110.88317222222221,
KDMN,DEMING MUNI,United States of America,32.262388888888886,-107.71900000000001,
KDMO,SEDALIA RGNL,United States of America,38.70741666666667,-93.17591666666667,
KDNL,DANIEL FIELD,United States of America,33.46658333333334,-82.0393888888889,
KDNN,DALTON MUNI,United States of America,34.72293611111111,-84.87023888888888,
KDNS,DENISON MUNI,United States of America,41.986583333333336,-95.3805,
KDNV,VERMILION REGIONAL,United States of America,40.19969444444444,-87.59552777777778,
