flight_number,dpt_airport_code,dst_airport_code,plane_type,schedule,dpt_time_utc,dst_time_utc
0983,EPPO,EGAE,A320,-T--F-S,17:38:00,19:42:00
0984,EPPO,EGLF,B733,-TWTFSS,20:41:00,22:13:00
0985,EPPO,EGXD,B738,M-WTFS-,21:52:00,23:23:00
0986,EPPO,LGKP,B738,--W-F-S,16:51:00,19:23:00
0987,EPPO,EDGS,A320,---T-S-,19:14:00,20:03:00
0988,ESGP,EHGR,PAY2,-TW--SS,18:14:00,20:10:00
0989,ESGP,LELL,PA34,MT-TF-S,17:21:00,01:24:00
0990,ESGP,LOWI,PA34,-T-TF-S,18:59:00,23:51:00
0991,ESGP,LHKE,PA34,--W---S,20:00:00,01:29:00
0992,ESGP,LRCK,PA34,M-WTF--,21:55:00,05:45:00
0993,ESGP,ESMQ,B733,--WTF-S,16:33:00,16:56:00
0994,ESGP,LRTM,PA34,M-W-F-S,21:03:00,03:22:00
0995,ESNK,ESGP,PA34,M--TFS-,16:04:00,18:52:00
0996,ESNK,LESO,A320,---TF-S,17:16:00,20:32:00
0997,ESNK,EFHF,PA34,-------,22:00:00,00:04:00
0998,ESNK,EGDR,PAY2,M-W--S-,20:18:00,01:00:00
0999,ESNK,LGEL,B738,---TF--,21:08:00,00:35:00
1000,ESNK,EFSI,PA34,-TWTF-S,18:04:00,19:09:00
1001,ESNK,EDBC,B733,--W---S,19:04:00,20:43:00
1002,ESOW,EPZG,PA34,--WT--S,19:01:00,22:29:00
1003,ESOW,LFPM,B738,MTW-FSS,21:50:00,23:42:00
1004,ESOW,LIVE,B738,M-WT--S,21:01:00,22:50:00
1005,ESOW,LFST,C500,--WTFSS,16:09:00,19:06:00
1006,ESOW,LTCS,A320,M-WT--S,18:00:00,21:46:00
1007,ESTL,LRSM,PA34,MT---SS,21:56:00,02:42:00
1008,ESTL,LIRZ,A320,MTWTF--,17:14:00,19:06:00
1009,ESTL,LIBY,A320,M---FS-,18:39:00,21:02:00
1010,ESTL,LTBU,B733,-T-T--S,19:35:00,22:04:00
1011,ESTL,LTBH,PAY2,-T--F-S,17:45:00,22:30:00
1012,ETHN,LIVR,B738,---T--S,17:52:00,18:20:00
1013,ETHN,ETNH,B733,-T---SS,19:12:00,19:54:00
1014,ETHN,EGPN,PA34,-TWT-SS,16:32:00,21:24:00
1015,ETHN,LJLJ,PAY2,MT---S-,21:32:00,22:41:00
1016,ETHN,EKSP,B738,--WT---,20:18:00,21:06:00
1017,LBPD,EDDN,B738,MT-TF--,18:38:00,20:18:00
1018,LBPD,LEMO,B738,-T-T-S-,19:25:00,22:41:00
1019,LBPD,EDJA,PA34,MTWT-SS,20:42:00,02:12:00
1020,LBPD,LTCA,PAY2,MT--FSS,16:42:00,19:43:00
1021,LBPD,LIRS,B738,M-W-F-S,15:40:00,17:04:00
1022,LBPD,EFSA,B733,M--TFS-,17:42:00,20:30:00
1023,LEBA,LPPR,B733,MTW----,17:40:00,18:18:00
1024,LEBA,ESSP,C500,MT-TFSS,18:23:00,00:22:00
1025,LEBA,EGHH,C500,M-WTFSS,21:54:00,01:03:00
1026,LEBA,ESDF,PAY2,M-W-FSS,20:16:00,02:14:00
1027,LEHC,LEMD,B738,-TWT---,20:26:00,20:50:00
1028,LEHC,LELC,C500,MT---SS,19:22:00,20:25:00
1029,LEHC,ENHE,B738,M-WT---,16:30:00,19:41:00
1030,LEHC,EGWU,PAY2,--W-FS-,21:46:00,00:15:00
1031,LEHC,LFKB,B733,-T-TF-S,18:17:00,19:19:00
1032,LEHC,LFAQ,PAY2,M---F-S,17:10:00,19:18:00
1033,LESO,LFBL,B733,-----SS,21:36:00,22:04:00
1034,LESO,LFLP,C500,MT-TF--,20:04:00,21:34:00
1035,LESO,ENTC,PAY2,--W-F-S,20:37:00,04:02:00
1036,LESO,ENBN,PA34,--WTFS-,16:44:00,03:35:00
1037,LFBM,LFRZ,B733,-TWTF-S,18:51:00,19:22:00
1038,LFBM,LRBC,C500,---T--S,20:47:00,01:28:00
1039,LFBM,LICA,C500,MT-----,21:51:00,01:06:00
1040,LFKJ,LRSM,C500,-T-T--S,16:28:00,19:15:00
1041,LFKJ,EDQM,B733,M-WTFSS,21:53:00,23:06:00
1042,LFKJ,EKHA,C500,-TWTFSS,18:44:00,22:04:00
1043,LFKJ,ESNU,A320,-T-T-SS,17:31:00,20:48:00
1044,LFKJ,LGBL,C500,MTWTF-S,20:11:00,22:50:00
1045,LFKJ,LFPO,PA34,MTW-FSS,21:09:00,00:56:00
1046,LFLS,EDDN,A320,M--T-SS,19:17:00,20:06:00
1047,LFLS,EGNV,B733,M-WT-SS,18:42:00,20:07:00
1048,LFLS,ENHD,B738,--W-F-S,16:11:00,18:06:00
1049,LFLS,EGUW,C500,-T---SS,21:41:00,23:27:00
1050,LFLS,LIMC,A320,------S,17:24:00,17:45:00
1051,LFLS,LSZL,PAY2,M--TF-S,20:52:00,21:33:00
1052,LFMU,EFVR,C500,-TW---S,21:31:00,03:13:00
1053,LFMU,LFTW,B738,M----S-,18:56:00,19:04:00
1054,LFMU,EFTP,B733,MTW-FS-,20:38:00,23:41:00
1055,LFMU,LIPC,PA34,-----S-,17:04:00,20:06:00
1056,LFMU,EETN,C500,---T--S,19:37:00,00:37:00
1057,LFMU,EBDT,C500,-TW---S,17:43:00,19:35:00
1058,LFMU,EGQL,B733,M------,16:05:00,18:00:00
1059,LFOT,ESNG,PAY2,M--TF-S,19:00:00,00:50:00
1060,LFOT,LTAE,A320,-T--F-S,18:10:00,21:36:00
1061,LFOT,ESSP,PAY2,--WT--S,17:24:00,21:12:00
1062,LFOT,LIRZ,B738,----F--,19:57:00,21:14:00
1063,LFOT,LPLA,B733,--WT-S-,20:54:00,23:59:00
1064,LFOT,EETU,PA34,MT-T--S,16:33:00,01:18:00
1065,LFOT,ESPA,B733,M--T--S,21:48:00,00:48:00
1066,LFQA,EDFH,PAY2,-----SS,21:57:00,22:31:00
1067,LFQA,EGLC,B738,MT-T--S,21:19:00,21:48:00
1068,LFQA,EGPH,B733,-T--FSS,20:07:00,21:16:00
1069,LFQA,LHPR,B738,MTWT-S-,16:54:00,18:10:00
1070,LFQA,LBBG,A320,M--T--S,19:17:00,21:48:00
1071,LFQA,LIBF,PAY2,M-W--SS,18:16:00,21:11:00
1072,LFRH,LGSR,PA34,M--T-SS,21:03:00,08:12:00
1073,LFRH,LIRK,B733,-----SS,16:25:00,18:12:00
1074,LFRH,ENGM,B733,M-WT---,18:05:00,20:12:00
1075,LFRH,ENEV,C500,M--TFS-,20:13:00,01:46:00
1076,LFRH,LIBC,A320,--WT-S-,18:44:00,21:12:00
1077,LFRH,EGQM,C500,M---F-S,21:53:00,23:45:00
1078,LFRZ,EGDM,PAY2,---T-S-,17:47:00,18:48:00
1079,LFRZ,EPZG,PA34,----F-S,19:44:00,01:33:00
1080,LFRZ,ENGM,PAY2,-TW-FS-,20:29:00,00:25:00
1081,LFRZ,LHPR,C500,---TF--,21:41:00,00:56:00
1082,LFRZ,EHVK,B738,M---F--,16:13:00,17:08:00
1083,LFTW,LIPQ,A320,-T-TFS-,21:42:00,22:41:00
1084,LFTW,LQMO,PAY2,MT-TFSS,19:16:00,21:49:00
1085,LFTW,LHPR,A320,M-WT-SS,16:49:00,18:16:00
1086,LFTW,LTAU,C500,---T--S,16:12:00,21:55:00
1087,LFTW,EPKT,C500,--W---S,20:18:00,23:12:00
1088,LFTW,EDDM,A320,M--TF-S,17:59:00,18:59:00
1089,LGNX,EGYM,C500,M-WTFS-,19:35:00,01:11:00
1090,LGNX,EIWF,C500,MTW-FSS,16:58:00,23:32:00
1091,LGNX,LFKS,PA34,-T----S,20:42:00,02:49:00
1092,LGNX,LTAY,PA34,M----S-,20:10:00,21:48:00
1093,LGZA,EKYT,C500,M----S-,15:50:00,20:48:00
1094,LGZA,EDQM,B738,--W-FSS,18:19:00,20:15:00
1095,LGZA,LFBT,PA34,MT---SS,20:32:00,04:17:00
1096,LIBR,LELL,B733,----F-S,21:43:00,23:24:00
1097,LIBR,EPSC,PAY2,--W----,20:11:00,23:36:00
1098,LIBR,ENKB,C500,---T---,17:07:00,22:43:00
1099,LIBR,LGBL,PAY2,--WT--S,18:58:00,20:01:00
1100,LICZ,ESNG,C500,M-W-F--,18:21:00,01:33:00
1101,LICZ,LFCR,B738,M-WTFS-,19:25:00,21:01:00
1102,LICZ,ENKR,A320,-T-T--S,21:47:00,02:33:00
1103,LICZ,EGQM,PA34,M--T--S,17:34:00,03:22:00
1104,LICZ,EFKK,B738,MT-TFSS,20:58:00,00:38:00
1105,LIMH,EGVO,PA34,MT--FSS,22:00:00,01:37:00
1106,LIMH,EFJO,B738,MTWT-SS,16:54:00,19:45:00
1107,LIMH,LIVD,A320,---TFS-,20:21:00,20:49:00
1108,LIPS,LDLO,C500,MT---S-,17:25:00,17:54:00
1109,LIPS,LIRX,B733,M-W--S-,19:08:00,19:35:00
1110,LIPS,LHPP,C500,M---FS-,21:57:00,23:00:00
1111,LIPS,EGHH,B733,MT-----,16:23:00,17:52:00
1112,LIPS,ESUT,B733,-----S-,18:11:00,21:01:00
1113,LIPS,LPFL,PA34,M-WTFSS,19:54:00,10:44:00
1114,LIPS,EVLA,B733,M--TFSS,20:48:00,22:31:00
1115,LIRH,EGJA,PAY2,MT-T-S-,21:47:00,01:19:00
1116,LIRH,EGNR,B738,--WT-SS,18:15:00,20:26:00
1117,LIRH,LTCA,PAY2,MTW-FS-,16:31:00,21:46:00
1118,LIRH,EDHK,A320,MT---SS,20:02:00,21:53:00
1119,LIRU,EDDC,A320,--WTF--,17:10:00,18:30:00
1120,LIRU,LEAM,PA34,-TWT--S,21:14:00,03:03:00
1121,LIRU,LGEL,C500,-TWT--S,18:06:00,20:21:00
1122,LIRU,LIVF,B733,M----SS,21:47:00,22:01:00
1123,LIRU,LOWW,A320,M-WTF-S,19:47:00,20:46:00
1124,LIVR,ENZV,A320,-------,19:57:00,21:50:00
1125,LIVR,LTCF,B733,M----SS,19:21:00,22:37:00
1126,LIVR,EGPD,PAY2,-T--F--,16:54:00,20:32:00
1127,LIVR,LEBB,B738,--W-F--,20:30:00,21:59:00
1128,LIVR,LFOB,C500,M-WT---,18:06:00,19:51:00
1129,LIVR,LGAV,B733,M-WT---,21:42:00,23:25:00
1130,LKKU,EGBB,PAY2,--W-FSS,21:40:00,00:58:00
1131,LKKU,ENSN,B738,M-WT-SS,19:38:00,21:10:00
1132,LKKU,ETNS,A320,MTW----,20:42:00,21:45:00
1133,LKKU,ENMS,PAY2,-T--F--,17:09:00,21:35:00
1134,LKKU,LOWI,B738,M-W--SS,16:36:00,17:13:00
1135,LKKU,ETNN,PA34,--WTF--,18:09:00,21:29:00
1136,LKKU,LTFD,B733,--WTFSS,18:57:00,20:35:00
1137,LOIH,EFMA,PAY2,-TW--SS,18:10:00,21:51:00
1138,LOIH,LFBU,A320,--W--SS,17:37:00,18:35:00
1139,LOIH,LFOV,A320,------S,21:44:00,22:45:00
1140,LOIH,LBSF,C500,M-W--SS,19:11:00,21:47:00
1141,LOIH,LFOB,B733,-T--F--,16:59:00,17:45:00
1142,LOIH,LTCO,C500,M---F--,20:21:00,02:25:00
1143,LPBJ,ENNA,C500,--WT-SS,21:33:00,06:18:00
1144,LPBJ,LECO,B733,--WTF-S,19:56:00,20:40:00
1145,LPBJ,LLET,PAY2,--WTFSS,18:17:00,03:47:00
1146,LPBJ,ESPA,PAY2,-TW-F--,22:50:00,07:20:00
1147,LTAF,LJCE,A320,MTWT-S-,15:06:00,17:34:00
1148,LTAF,ENSG,PA34,MTW----,18:01:00,07:51:00
1149,LTAF,LIRV,A320,-T-TFS-,19:44:00,22:24:00
1150,LTBL,LFMI,PAY2,M--TFS-,19:46:00,00:19:00
1151,LTBL,EDDG,A320,--WT-S-,17:58:00,20:43:00
1152,LTBL,EDBC,B733,MTW----,15:48:00,18:13:00
1153,LTCF,LPBJ,PAY2,M---FSS,14:07:00,00:20:00
1154,LTCF,LIVP,B738,--WTF-S,17:15:00,20:31:00
1155,LTCF,LOWS,C500,M-W-FS-,19:42:00,01:09:00
1156,LTCF,ESNX,PA34,M-W-F--,15:37:00,04:47:00
1157,LTCV,LIQN,A320,-T-TFS-,15:10:00,18:27:00
1158,LTCV,LGRX,PA34,M-W--S-,17:45:00,01:18:00
1159,LTCV,ENVA,C500,M--T---,16:53:00,00:37:00
1160,LTCV,LTAW,B733,-TW---S,19:48:00,20:33:00
1161,LTCV,LROP,PAY2,M-WT-SS,15:57:00,19:37:00
1162,LTCV,EDDP,A320,M-WT-S-,14:17:00,17:54:00
1163,LTCV,LTAT,B733,-T----S,18:47:00,19:15:00
1164,LYKV,LGAL,B738,MTW-F-S,18:58:00,19:39:00
1165,LYKV,ENOV,PAY2,--WTF--,17:43:00,23:01:00
1166,LYKV,LIMJ,C500,M-WTF--,21:50:00,23:53:00
1167,LYKV,LFPG,C500,-T--FS-,20:24:00,23:39:00
1168,LYKV,ENNK,A320,---TFSS,16:37:00,20:09:00
1169,LZSL,LIRX,PAY2,MT----S,20:47:00,23:01:00
1170,LZSL,ENSK,PA34,---TF--,17:25:00,02:42:00
1171,LZSL,LTBL,PAY2,MTWT--S,19:02:00,22:04:00
1172,LZSL,LBWN,PAY2,-TW-FS-,21:38:00,23:46:00
1173,LZSL,LUKK,PAY2,----FS-,16:16:00,18:03:00
1174,EDDK,EGLC,B733,M---FS-,21:37:00,22:15:00
1175,EDDK,LBWN,B733,-TW---S,18:53:00,21:07:00
1176,EDDK,EDRZ,B733,-T-TF--,20:39:00,20:53:00
1177,EDDK,EDSB,B733,M-W-F-S,16:58:00,17:17:00
1178,EDDW,LGSR,B738,M---F--,20:12:00,22:59:00
1179,EDDW,EGAA,A320,MTWT--S,20:46:00,22:04:00
1180,EDDW,ENBV,C500,M----S-,21:38:00,02:27:00
1181,EDDW,LTBF,PAY2,MT--F-S,18:22:00,23:16:00
1182,EFET,EGSC,A320,MTW-F--,15:12:00,18:01:00
1183,EFET,EGPI,B733,M-W--S-,17:52:00,20:28:00
1184,EFET,LATI,PAY2,-TW-FSS,20:41:00,03:45:00
1185,EFET,LFBT,B738,-----S-,19:07:00,22:57:00
1186,EFKS,EPSC,PAY2,-T-TFS-,21:00:00,00:45:00
1187,EFKS,LTAY,A320,--WT--S,18:36:00,22:39:00
1188,EFKS,LFBI,B738,--W-FS-,17:00:00,20:23:00
1189,EFTU,EGYM,A320,-T-TF-S,20:53:00,22:56:00
1190,EFTU,EVRA,B738,MTWT--S,20:21:00,20:52:00
1191,EFTU,ENSN,PAY2,-TWT-S-,15:08:00,16:51:00
1192,EFTU,EKHA,B733,----FS-,19:04:00,20:32:00
1193,EFTU,EPKT,B738,MTW---S,19:39:00,21:03:00
1194,EFTU,LFPO,B738,M---FSS,16:32:00,18:47:00
1195,EFTU,LGAV,A320,MT--F--,17:24:00,20:38:00
1196,EGKB,LFBU,C500,-T----S,18:32:00,19:53:00
1197,EGKB,EGXC,PA34,-T-----,20:49:00,21:38:00
1198,EGKB,LDSP,C500,M-W--S-,22:37:00,01:51:00
1199,EGPU,ENRY,B738,M-WTFSS,17:16:00,18:37:00
1200,EGPU,LFAT,C500,---T-SS,22:32:00,00:25:00
1201,EGPU,LHKE,PA34,--WT---,19:52:00,04:38:00
1202,EGPU,LLHA,PAY2,---T-S-,20:52:00,06:35:00
1203,EGUB,EGHQ,B738,MT-T-SS,22:14:00,22:37:00
1204,EGUB,LSMD,A320,MT-T-S-,22:47:00,23:53:00
1205,EGUB,LFRO,PAY2,MTWTFSS,19:54:00,20:45:00
1206,EGUB,LFTW,PAY2,M-WT--S,21:11:00,23:28:00
1207,EGUB,LGKO,B733,-TW-F--,19:05:00,22:34:00
1208,EGUB,LFRS,C500,M-W-F-S,18:09:00,19:14:00
1209,EGVO,LFBH,B733,-T--FSS,18:00:00,18:43:00
1210,EGVO,LIRF,PAY2,M---F--,20:57:00,00:22:00
1211,EGVO,LRCV,PAY2,M-W-F--,17:09:00,21:51:00
1212,EGVO,LSZS,PA34,-TWTF-S,21:51:00,01:48:00
1213,EGVO,EINN,A320,M-W----,22:52:00,23:37:00
1214,EGVO,ENEK,PA34,--W-F--,19:43:00,22:26:00
1215,EGVO,EVLA,B733,-T-TF--,19:04:00,21:02:00
1216,EGXU,EGNM,PAY2,----F-S,23:00:00,23:05:00
1217,EGXU,ENSD,B738,-T-TF--,21:30:00,22:42:00
1218,EGXU,EIME,B733,--W-F--,17:42:00,18:09:00
1219,EGXU,LHPP,C500,-T-T---,20:46:00,00:21:00
1220,EGXU,LFSN,PAY2,--WTFSS,19:10:00,21:02:00
1221,EHGG,LIVC,PAY2,M------,21:40:00,00:07:00
1222,EHGG,EPZG,B738,MT-TF--,19:22:00,20:09:00
1223,EHGG,EKAH,B733,M-WT---,18:28:00,19:02:00
1224,EHGG,LIBC,PA34,M-----S,16:43:00,00:03:00
1225,EIDL,LBBG,C500,MTWTFSS,17:13:00,23:33:00
1226,EIDL,LFLP,PAY2,MT-T-SS,18:10:00,21:33:00
1227,EIDL,EPSC,PA34,---T-S-,20:51:00,03:09:00
1228,EIDL,LFQQ,B738,--W-FS-,18:51:00,19:59:00
1229,EIDL,EDOP,PAY2,---T-S-,22:44:00,01:50:00
1230,EIDL,ENBN,B733,M--TFSS,21:54:00,23:56:00
1231,EIDL,LGSA,A320,MT-TFSS,19:49:00,00:04:00
1232,EKEB,LTAW,A320,--WT--S,21:04:00,00:29:00
1233,EKEB,LTBQ,PA34,M--TFSS,21:49:00,07:17:00
1234,EKEB,LIPO,B733,-----S-,17:00:00,18:26:00
1235,ENBS,ESOE,B738,MTWTF--,19:53:00,21:39:00
1236,ENBS,LESO,A320,--W-F--,17:57:00,22:27:00
1237,ENBS,LFPC,C500,M-WT---,18:47:00,00:46:00
1238,ENBS,LPOV,PAY2,-T-T-SS,21:55:00,07:12:00
1239,ENBS,EDDG,A320,M-W-F-S,21:16:00,00:17:00
1240,ENBS,LTAJ,PAY2,-T-TF--,16:39:00,01:31:00
1241,EKTE,LFKF,PA34,M---FSS,18:08:00,00:50:00
1242,EKTE,EFVR,B738,M-WT-S-,21:27:00,23:18:00
1243,EKTE,LFLC,B733,--W-FSS,19:07:00,20:31:00
1244,EKTE,ENEK,B733,MTW--SS,22:49:00,23:00:00
1245,ENKR,LFOH,B738,------S,18:13:00,21:36:00
1246,ENKR,EPWR,B733,M---FSS,20:20:00,23:05:00
1247,ENKR,LQBK,PAY2,-T--FSS,16:45:00,23:27:00
1248,ENKR,ESMT,PAY2,M-W--S-,21:37:00,01:33:00
1249,ENKR,LEBG,PA34,--WTF--,17:31:00,08:27:00
1250,ENOV,EGXZ,B738,M---FS-,16:37:00,17:50:00
1251,ENOV,EKCH,B733,-TW-F--,20:07:00,21:09:00
1252,ENOV,EGLF,B733,MT--FS-,17:40:00,19:17:00
1253,ENOV,LSZR,C500,M-W--S-,21:38:00,01:12:00
1254,ENOV,LGKV,B738,MTW---S,18:50:00,22:07:00
1255,ENSD,EGPA,C500,MT-----,21:32:00,22:49:00
1256,ENSD,LZZI,B738,-T-T--S,18:44:00,20:43:00
1257,ENSD,EEKE,PAY2,-TW-FS-,17:30:00,19:51:00
1258,ENSD,EKHD,A320,---TF-S,20:13:00,21:01:00
1259,ENST,EYPA,A320,MT-TF-S,21:38:00,23:11:00
1260,ENST,LELC,B738,-T---S-,19:10:00,23:10:00
1261,ENST,ENMH,B733,M--T--S,17:44:00,18:48:00
1262,EPLL,LIMK,B733,-T-T---,19:47:00,21:13:00
1263,EPLL,EGPF,C500,M---FSS,20:40:00,00:11:00
1264,EPLL,ETIC,A320,---TF-S,17:47:00,18:32:00
1265,EPLL,EFMA,PA34,-T--F-S,21:51:00,01:45:00
1266,EPLL,EFET,PAY2,MT----S,18:34:00,22:57:00
1267,EPLL,EPGD,B733,MTWTFS-,16:34:00,16:57:00
1268,ESMK,ESOE,B738,---T---,21:40:00,22:08:00
1269,ESMK,EGJB,B733,M-WT--S,20:23:00,22:04:00
1270,ESMK,LTAC,A320,----FSS,16:30:00,19:23:00
1271,ESMK,ENHF,B733,-TWTFSS,17:08:00,19:17:00
1272,ESMK,LTAS,PAY2,MT--F--,19:10:00,00:02:00
1273,ESMK,EGGD,C500,M-WT---,17:48:00,20:26:00
1274,ESNS,EHFS,PA34,MT--F-S,21:51:00,05:15:00
1275,ESNS,LICZ,B738,---T--S,18:39:00,22:24:00
1276,ESNS,EGJJ,B738,--WTF--,21:17:00,23:59:00
1277,ESSB,EGOS,A320,--W-FS-,19:15:00,21:09:00
1278,ESSB,EGPF,C500,MT-----,17:30:00,20:30:00
1279,ESSB,EGNR,PAY2,M--T---,21:47:00,01:13:00
1280,ESSB,LFSB,PA34,--WT--S,20:39:00,02:48:00
1281,ETHC,LIRK,PA34,-T--FSS,16:23:00,21:09:00
1282,ETHC,EHBK,PAY2,M-W---S,19:30:00,20:19:00
1283,ETHC,ENLA,A320,-TWT--S,21:03:00,22:09:00
1284,ETHC,LEBB,C500,M----SS,21:45:00,00:48:00
1285,ETHC,LTBY,PAY2,MT---SS,17:45:00,22:43:00
1286,ETHF,LFOA,A320,M-WT-SS,20:31:00,21:23:00
1287,ETHF,LKLN,PAY2,M--TFS-,19:43:00,20:29:00
1288,ETHF,LIRT,C500,M--T---,17:24:00,20:01:00
1289,ETHF,LFRM,B738,MT-TF-S,16:10:00,17:05:00
1290,ETHF,EGQM,PA34,M--T--S,21:45:00,01:22:00
1291,ETHF,EDDE,C500,-T-T--S,18:41:00,18:57:00
1292,ETSA,LLSD,B738,----F--,19:34:00,22:52:00
1293,ETSA,LIPF,PA34,-TW----,17:24:00,18:56:00
1294,ETSA,LFQG,B733,M-W---S,21:47:00,22:33:00
1295,ETSA,EGPH,B738,--W--SS,19:01:00,20:38:00
1296,ETSA,LFTW,B733,M-WT-S-,18:04:00,18:57:00
1297,ETSA,LFAT,B733,MT-T---,20:55:00,21:50:00
1298,ETSA,ENNK,A320,MT--F--,16:51:00,19:49:00
1299,EYPA,EGQS,B738,-T-----,18:51:00,20:42:00
1300,EYPA,EETU,PAY2,--WT-SS,16:10:00,17:11:00
1301,EYPA,EINN,C500,MT----S,20:37:00,00:53:00
1302,LCRA,LEGR,PAY2,----FSS,16:23:00,00:10:00
1303,LCRA,ENCN,PAY2,M-W-F-S,20:52:00,04:25:00
1304,LCRA,ENVD,A320,M-W----,19:50:00,00:55:00
1305,LECV,LFSL,PAY2,---TFS-,18:49:00,20:21:00
1306,LECV,LTBJ,B733,MT--F-S,21:57:00,01:18:00
1307,LECV,EGPU,PAY2,M-W----,19:51:00,00:02:00
1308,LECV,ETHA,C500,M-WT-SS,17:29:00,20:32:00
1309,LELC,LFMY,PA34,MTWTF--,17:02:00,20:26:00
1310,LELC,LDSB,B733,-TWTF--,17:47:00,19:48:00
1311,LELC,LFPM,PAY2,-T--F--,19:41:00,22:36:00
1312,LELC,LFRI,PAY2,M-W--S-,21:33:00,23:53:00
1313,LEPA,EVRA,B733,MTWT--S,17:18:00,20:25:00
1314,LEPA,LEGE,B733,M--TF-S,19:13:00,19:33:00
1315,LEPA,LIRX,PA34,--W-F--,21:41:00,00:44:00
1316,LEPA,EPKK,C500,M----S-,16:25:00,20:16:00
1317,LEPA,LFRJ,B733,MTW--SS,20:16:00,21:42:00
1318,LEPA,LEGA,PA34,--WTF-S,21:11:00,23:46:00
1319,LEPA,ENAT,PA34,M--T---,18:18:00,09:14:00
1320,LEVC,LOIH,B738,----F--,17:52:00,19:21:00
1321,LEVC,EDDW,C500,MTW-F--,16:53:00,20:29:00
1322,LEVC,LFMD,B733,M-WT-SS,21:48:00,22:46:00
1323,LFBH,LFLL,A320,MT---SS,17:08:00,17:46:00
1324,LFBH,LFJR,PA34,MT-T-S-,21:04:00,21:46:00
1325,LFBH,LPMR,B738,M--T-S-,21:38:00,22:48:00
1326,LFBH,LFKS,B738,---TF-S,16:37:00,17:49:00
1327,LFBH,ENSL,B733,M-W-FSS,19:53:00,21:37:00
1328,LFBH,LTCR,B733,------S,18:19:00,22:49:00
1329,LFBH,ETOU,B738,MT----S,18:54:00,19:55:00
1330,LFBY,ENGM,B733,M-W----,19:02:00,21:34:00
1331,LFBY,EGXP,B738,MT-TF-S,21:51:00,23:10:00
1332,LFBY,LOAV,C500,--W-F--,18:14:00,21:19:00
1333,LFBY,LPAZ,PA34,-T-TF-S,16:16:00,01:17:00
1334,LFBY,LFLN,PA34,-T-TFS-,19:37:00,21:43:00
1335,LFBY,LCLK,PA34,M-W----,17:08:00,06:07:00
1336,LFBY,LFCK,B738,M-WT--S,20:47:00,21:07:00
1337,LFLB,EDFH,C500,-TWT---,21:49:00,22:53:00
1338,LFLB,LFRO,C500,M-W---S,16:48:00,18:31:00
1339,LFLB,EGUB,PA34,M------,19:21:00,22:51:00
1340,LFMD,ENRY,PAY2,MTW--S-,20:19:00,00:30:00
1341,LFMD,LIRT,C500,-TW--SS,19:29:00,21:05:00
1342,LFMD,EFJY,C500,-TW--SS,16:55:00,22:10:00
1343,LFMD,LEBB,PAY2,--WT---,21:36:00,23:29:00
1344,LFMD,LTCT,PAY2,MTW-FSS,18:01:00,01:14:00
1345,LFOK,EICK,B738,MT--FS-,17:15:00,18:27:00
1346,LFOK,ETHC,PAY2,M---FS-,19:38:00,21:02:00
1347,LFOK,LEPP,PAY2,-TW-F-S,20:46:00,22:40:00
1348,LFOK,LTAE,A320,-TWT---,19:04:00,22:13:00
1349,LFOK,LICD,A320,-T--FSS,18:24:00,20:30:00
1350,LFOK,LTFH,B733,MT---SS,21:43:00,01:04:00
1351,LFOK,ENHF,C500,MT-T-SS,16:28:00,22:11:00
1352,LFRK,LICG,PAY2,--W-FS-,20:38:00,00:38:00
1353,LFRK,EHFS,C500,--W----,21:43:00,22:33:00
1354,LFRK,LEAM,B738,--W-F-S,19:52:00,21:34:00
1355,LFRK,LTFH,PAY2,M-WTF--,17:05:00,00:08:00
1356,LFRK,LGKP,B733,MTW-F--,17:58:00,21:23:00
1357,LFRK,EDHK,C500,---TFS-,18:49:00,20:50:00
1358,LFRT,EDXW,A320,M--TF-S,19:20:00,20:41:00
1359,LFRT,LFOB,PA34,--WT---,21:51:00,23:26:00
1360,LFRT,EDAC,C500,M-W-F--,17:29:00,19:57:00
1361,LFRT,LERI,C500,--W--S-,20:43:00,23:17:00
1362,LGKC,EICK,PAY2,M---FSS,16:14:00,23:20:00
1363,LGKC,EFTP,A320,M-----S,15:02:00,18:38:00
1364,LGKC,LIED,PAY2,M-W-F-S,16:56:00,19:57:00
1365,LGKC,ENAL,PA34,MT-TFSS,19:18:00,08:23:00
1366,LGKC,ESUD,B738,MTW---S,18:41:00,22:38:00
1367,LGKC,LBWN,B733,M--T--S,20:42:00,21:48:00
1368,LGKC,EBFN,A320,-T-T--S,17:41:00,20:40:00
1369,LGPA,EYVI,B738,MTW----,16:58:00,19:23:00
1370,LGPA,ENRM,C500,---TFSS,19:00:00,01:59:00
1371,LGPA,LICJ,PA34,M-WT--S,20:58:00,01:25:00
1372,LGPA,EDLN,C500,-TW--SS,20:12:00,00:52:00
1373,LGPA,EPGD,PA34,----F-S,17:38:00,01:56:00
1374,LGPA,LFRL,C500,M-WT---,16:28:00,22:19:00
1375,LGPA,EFKU,B738,-TW-F-S,15:56:00,19:30:00
1376,LHPR,EGSC,PA34,---TFSS,16:44:00,22:24:00
1377,LHPR,LGAD,A320,-T--F--,21:49:00,23:15:00
1378,LHPR,LTCU,PAY2,M-W---S,20:15:00,01:09:00
1379,LHPR,LKKV,PAY2,---T-S-,18:15:00,19:20:00
1380,LHPR,LFST,B738,M--TF-S,18:53:00,19:50:00
1381,LIBV,LTFC,PA34,MT-TF--,17:00:00,22:00:00
